lng,lat,kategorie,contact:website,addr:housenumber,addr:street,addr:postcode,addr:City,name,osm,contact:phone,opening_hours,image,contact:email,description
15.411197,47.0787363,treffen,http://www.facebook.com/ypeggenlend,95,Waagner-Biro-Straße ,8020,Graz,Jugendzentrum Eggenlend,https://www.openstreetmap.org/way/201210521,0676 5219746,Di-Fr 13:00-19:00,https://commons.wikimedia.org/wiki/File:JUZ_Eggenlend.jpg,eggenlend@wiki.at,"Ein Treffpunkt für Jugendliche. In den Öffnungszeiten immer möglich: zusammen Kochen und Essen, Bewerbungsbüro (Unterstützung bei Themen rund um Schule und Arbeit). Besondere Angebote: Freies Tonstudio: MI+FR 16-18 Uhr, Fußballgruppe: DI 16-17:30 Uhr, Mädchengruppe: zweiwöchig Donnerstag 15-17 Uhr, Caritas Lernbar (Gratis Nachhilfe): FR 15-18 Uhr."
15.40846,47.0795,treffen,lebenshilfen-sd.at/wohnen/teilzeitbetreutes_wohnen/wohnverbund_graz_nord,11b,Waldertgasse ,8020,Graz,Lebenshilfe,,,,,,Teilzeitbetreutes Wohnen
15.4128653,47.0787353,erleben,http://www.helmut-list-halle.com/event/-/event/172569/international-graffiti-contest,Wand gegenüber der Helmut List Halle,,,,Graffitis,https://www.openstreetmap.org/node/4787917833,,,https://commons.wikimedia.org/wiki/File:Graffitis_auf_der_Wiese.jpg,,"Die 200 Meter lange Wand wurde  2013, im Rahmen des International Graffiti Contest, von KünstlerInnen bearbeitet."
15.41047,47.07999,geschichte,,,,,,Brücke zur Personalgebaude,,,,,,"„Wie wir gekommen sind war da nördlich dem Portier eine Brücke zum Personalgebäude, zu der Betriebsküche, wo man essen gehen konnte.“"
15.40817,47.07917,geschichte,,,,,,Feldballplatz,,,,,,"„Die Firma Waagner-Biro […] hat eine Handballmannschaft gehab. Ich weiß nicht ob sie da in der höchsten Liga gespielt hat, aber eine sehr gute Handballmannschaft.“"
15.41046,47.07644,geschichte,,,,,,Lagerräume von Konsum,,,,,,
15.4098507,47.0820355,erleben,,,,,,Gastgarten vom Restaurant Calamar,https://www.openstreetmap.org/way/87979332,0676 6829471,"Mo-Sa 11:00-22:00, So und Feiertage 11:00-17:00",https://commons.wikimedia.org/wiki/File:Restaurant_Pizzeria.jpg,,Der Gastgarten erinnert an einen alten Wiener Heurigen. Tipp: der alte Kirschbaum spendet im Sommer erfrischenden Schatten.
15.40998,47.08194,geschichte,,,,,,Gasthaus Kogler,,,,,,"„Dieses Gasthaus das jetzt Calamar heißt, ist eigentlich Gasthaus Kogler gewesen und ist seit ungefähr 1905 in Familienbesitz der Familie Kogler.“"
15.41179597244,47.07908181984,kaufen,,,,,,Spar,https://www.openstreetmap.org/node/8139390317,,Mo-Fr 7:15-19:30 Sa7:15-18:00,,,Lebensmittelhandel
15.41161,47.07959,geschichte,,,,,,Industriehallen,,,,,,„Das war eher dieser Eindruck der großen Industrien entlang der Eisenbahn mit den großen Werkshallen und dann im Süden der Bahnhof.“
15.4133551,47.0760259,unternehmen,,,,,,ÖBB Werkstätten,https://www.openstreetmap.org/way/182670510,0664 8417932,,,karl.röck@oebb.at,Lehrwerkstätten und Lehringsausbildung
15.41324,47.07612,geschichte,,,,,,Drahtzug,,,,,,"Als Drahtzug wurden einmal kleine Eisenwerke bezeichnet, die sich auf das Ziehen von Draht spezialisiert haben."
15.4079865,47.0730664,kaufen,,,,,,VinziShop,https://www.openstreetmap.org/node/2307853328,0316 585807,Mo–Fr 10:00 - 18:00,,vinzishop@vinzi.at,"Hier werden Sachspenden verkauft die abgegeben werden, wie Kleidungsstücke, Bücher, Kinderspielzeug und diverse Haushaltswaren. Mit dem Erlös werden die Einrichtungen der Vinzenzgemeinschaft Eggenberg unterstützt."
15.4087601,47.0710251,unternehmen,http://www.bbrz.at,,,,,BBRZ Reha GmbH,https://www.openstreetmap.org/node/2530764004,0316 577674,,https://commons.wikimedia.org/wiki/File:Bbrz.jpg,stmk@bbrz.at,Berufliches Bildungs- und Rehabilitationszentrum
15.407798,47.0737087,kaufen,http://www.facebook.com/BaranHandyShop/,,,,,Baran Handy Shop,https://www.openstreetmap.org/node/2309348917,,"Mo-Fr 9:00-19:00, Sa 9:00-17:00",https://commons.wikimedia.org/wiki/File:Baran_Handy_Shop.jpg,,"Hier kann man günstig Handys kaufen und verkaufen, Reparaturen in Auftrag geben und Zubehör für neue und gebrauchte Geräte erwerben."
15.4093429,47.0729515,essen,,,,,,Pizzeria Siesta,https://www.openstreetmap.org/node/2299236376,0316 818506,Mo-So 6:00 - 2:00,,siesta@buysino.at,
15.4051014,47.0745547,treffen,http://www.stvinzenz.at,,,,,Pfarre St. Vinzenz,https://www.openstreetmap.org/way/90628414,0316 582402,,https://commons.wikimedia.org/wiki/File:Pfarre_St._Vinzenz.jpg,graz-st-vinzenz@graz-seckau.at,"Auch außerhalb der Messen lädt die Pfarre Interessierte zu zahlreichen Veranstaltungen wie Filmvorführungen (VinziAle), Konzerten und Vorträgen, sowie zu Spaziergängen und Wanderungen ein."
15.40724,47.07727,geschichte,,,,,,Zielpunkt Lebensmittelladen,,,,,,
15.4111247,47.0798772,zukunft,,,,,,Forschungsturm,https://www.openstreetmap.org/way/352749432,,,,,Das erste Wahrzeichen der Smart City hat bereits eröffnet und die Büros wurden bereits bezogen. Das Gebäude ist ein Energie-Plus-Gebäude und ist in Österreich einzigartig.
15.4082164,47.0750154,kaufen,,,,,,Billa,https://www.openstreetmap.org/way/156375969,,Mo-Fr 7:15-19:30 Sa7:15-18:00,,,Lebensmittelhandel
15.4068262,47.0741636,kaufen,,,,,,Salon Evelyn,https://www.openstreetmap.org/node/4587217901,0316 581159,Mo-Fr 8:30-17:00,,,Friseur
15.40902,47.07952,geschichte,,,,,,Eislaufplatz,,,,,,"„Und daneben war der Eislaufplatz. Da haben sie gespritzt immer im Winter, da sind eisgelaufen, Kinder und so.“"
15.4088832,47.0825475,essen,http://www.bokan-exclusiv.at/de-at/cafe/,,,,,Café Polanz,https://www.openstreetmap.org/way/161333727,+43 316 587710,"Mo-Sa 7:30-1:00, So 8:30-1:00",https://commons.wikimedia.org/wiki/File:Caf%C3%A8_Haus.jpg,,"Ein Cafè mit österreichischer Kaffeehaustradition. Genieße einen Kuchen oder einen Eisbecher auf der Terrasse! Tipp: Großes Frühstücksangebot bis 12 Uhr - vom Wiener Frühstück, über ein Sportlerfrühstück bis hin zu einem American Breakfast."
15.41424,47.07348,geschichte,,,,,,Modelleisenbahnclub,,,,,,„Das war so das Highlight wo wir dann dazukommen durften und auch diesen Bereich betreten durften. Der Club ist nach wir vor dort noch beheimatet und der veranstaltet auch noch regelmäßig Ausstellungen.“
15.40947,47.07635,geschichte,,,,,,Bauernhaus,,,,,,"„Da in der Mitte wo das rote Haus hinauf geht, da ist eine Straße hinauf gegangen, da ist ein Bauer gewesen.“"
15.4101796,47.0802924,zukunft,,,,,,Cool City,https://www.openstreetmap.org/way/492276900,0676 40 68 818,,,vorort@stadtlaborgraz.at,"Studentisches Wohnen, mehr als 100 Wohnungen, ein Kindergarten und eine Kinderkrippe."
15.4048356,47.0736662,kaufen,,,,,,Sammelwerk,https://www.openstreetmap.org/node/3786680468,0650 4900342,"Di 14:00-18:00, Do 10:00-14:00, Fr 14:00-18:00, Sa 09:00-15:00 oder nach Vereinbarung",https://commons.wikimedia.org/wiki/File:Sammelwerk.jpg,,Raritäten & Hochwertige Gebrauchtwaren
15.4105013,47.0747226,geschichte,,,,,,Buslinie,,,,,,über Starhemberggasse und Alte Poststraße bis zur Blumenstraße
15.4096242,47.0729755,kaufen,,,,,,Nah&Frisch Extra-Markt,https://www.openstreetmap.org/node/371203832,0316 818506,Mo-So 06:30-22:00,,,Auch Sonntags geöffnet; jeden Tag ofenfrisches Gebäck
15.4107108,47.0783492,erleben; treffen,,,,,,Baum vor der Schule,https://www.openstreetmap.org/node/4774462608,,,https://commons.wikimedia.org/wiki/File:Baum_vor_der_Schule.jpg,,Ein Treffpunkt von Jugendlichen und beliebter Schattenspender im Sommer
15.4107873,47.0787608,unternehmen,http://www.menatwork.at,,,,,Men at Work,https://www.openstreetmap.org/way/232857443,0676 4000004,,,,"Hausmeisterservice, Gebäudereinigung, Gartenpflege, Siedeln, Entrümpeln und mehr"
15.4125377,47.0790518,erleben; treffen,,,,,,Treffpunkt für Mensch und Hund,https://www.openstreetmap.org/way/161096783,,,https://commons.wikimedia.org/wiki/File:Hunde_Wiese.jpg,,"Stühle mitnehmen, sich in den Schatten setzen, entspannen und die Vierbeiner laufen lassen."
15.4117138,47.0779501,zukunft,,,,,,Straßenbahn,https://www.openstreetmap.org/way/350591361,,,,,Eine Verlängerung der bestehenden Straßenbahnlinie von der Laudongasse bis zur Peter-Tunner-Gasse wird in den nächsten Jahren umgesetzt. Damit ist die Nutzung des öffentlichen Verkehrs im Stadtteil noch interessanter.
15.40978,47.07693,geschichte,,,,,,Zirkus,,,,,,"„Mein Mann ist einmal auf der Loggia gestanden, dann ist er hineingekommen und hat gesagt: du entweder habe ich Halluzinationen oder ich spinne, weil ich seh da einen Elefanten.“"
15.41294,47.07423,essen,https://www.jhornig.com,,,,,Kaffeerösterei J. Hornig,http://www.openstreetmap.org/way/182671964,0800 500 109,Mo.-Do. 08:00 - 12:00 / 13:00 - 17:00 Fr. 08:00 - 12:00,https://raw.githubusercontent.com/stadtlaborgraz/stadtteilplan-waagner-biro/gh-pages/assets/photos/Hornig.jpg,,"Das modernste Kaffeeerlebnis der Stadt. Hier werden mit Vergnügen Bohnen aus den besten Anbaugebieten der Welt geröstet. Es werden tolle Kaffees und Tees, sowie Barista-Workshops angeboten. Zu empfehlen: Ein Kaffee in der hauseigenen Kaffeebar."
15.41079,47.07855,geschichte,,,,,,Lender Bank,,,,,,"„Die Waagner Biro hat seine eigene Bank gehabt, die Lender Bank, […]  bei der Waldertgasse da, wo jetzt das Massagezentrum ist.“"
15.406644,47.0730534,kaufen,,,,,,Schadler Tischlerei,https://www.openstreetmap.org/node/2972015728,316581319,"Mo-Do 8:00-12:00 und 13:00-16:00, Fr 8:00-12:00 oder nach Vereinbarung",,office@tischlerei-schadler.at,Personalisierte Möbelstücke und Unterstützung bei der Gestaltung von Lebensräumen
15.41114,47.07715,geschichte,,,,,,Weichselbaum,,,,,,"„Da war ein riesiger Weichselbaum, den hat dann der Sturm zerrissen.“"
15.4046655,47.0747099,essen,,,,,,Gasthaus Kirchenwirt,https://www.openstreetmap.org/way/94337869,,"Mo-Sa 9:00-24:00, So und Feiertage 9:00-15:00",https://commons.wikimedia.org/wiki/File:Gasthaus_Kirchenwirt.jpg,,"Ein Gasthaus mit steirischer Hausmannskost: Backhendl, Beuschel, Leber- und Flecksuppe und diverse andere steirische Schmankerln. Es werden Räumlichkeiten für Gruppenfeiern und Seminare zur Verfügung gestellt."
15.4106815,47.0793585,zukunft,http://www.smartcitygraz.at/moretext-news-5-wettbewerbsergebnisse/,,,,,Schulcampus,https://www.openstreetmap.org/way/495192776,0676 40 68 818,,,vorort@stadtlaborgraz.at,"Ein neues Schulgebäude mit einer Volksschule und einer Neuen Mittelschule wird hier errichtet. Die Schulräumlichkeiten und die großzügigen Flächen im Freien werden für viele verschiedene Dinge nutzbar sein. Z.B. sollen sie NachbarInnen und Interessierten in den unterrichtsfreien Zeiten für Veranstaltungen, Lesungen oder sportlichen Aktivitäten zur Verfügung stehen. Baustart Frühjahr 2018. Eröffnung Herbst 2019."
15.4112,47.07869,geschichte,,,,,,Portier,,,,,,"„Wo das Jugendzentrum drinnen ist, war ja einmal der Portier vom Waagner Biro Werk. Mit so einem Drehkreuz haben sie dich durchgelassen, aber mit einem Auto nicht, nur die Firmenwägen.“"
15.4042661,47.0730802,kaufen,,,,,,Cool Hair,https://www.openstreetmap.org/node/1728200713,,Mo-Fr 9:00 - 18:00; Sa 9:00 - 13:00,,office@coolhair.at,Friseur
15.41309,47.07529,unternehmen,,,,,,Regus Büroräume in Graz,http://www.openstreetmap.org/way/182670483,,,,,"Flexible Büroräume in Graz: co-working, virtuelle Büros Konferenz und Tagungsräume, Notfall-Büros"
15.4031721,47.0731342,essen,http://www.das-wirtshaus.at,,,,,Roschitz - Das Wirtshaus,https://www.openstreetmap.org/node/365547599,0316 583419,Mo-Sa 9:00 - 22:00; So 9:00 - 24:00; Feiertage 9:00 - 19:00,,,Ein Gasthaus mit über 60 Jahre Tradition. Tipp: Klachlsuppe mit Heidensterz und die hausgemachte Saure Sulz.
15.4077017,47.074012,essen,,,,,,Café Espresso Irena,https://www.openstreetmap.org/node/2272080046,0316 5825070,,https://commons.wikimedia.org/wiki/File:Caf%C3%A9_Espresso_Irena.jpg,,
15.4119632,47.0752382,unternehmen,,,,,,MyPlace-SelfStorage,https://www.openstreetmap.org/way/182670477,0316 570650,,,graz@myplace.at,Lagerräume und Umzugshilfe
15.4070377,47.076172,essen,http://www.klescher.at‎,,,,,Konditorei Klescher,https://www.openstreetmap.org/node/2422130028,0316 581212,Mo-Sa: 7:00 - 19:00 Uhr; So und Feiertage: 8:00 - 19:00,https://commons.wikimedia.org/wiki/File:Konditorei_Klescher.jpg,,Uriges Cafè und beliebter Tortenbäcker. Tipp: Neben Torten und Kuchen wird hier auch hauseigenes Eis verkauft. Die Milch dafür kommt von einem Bauernhof aus Thal bei Graz.
15.4116409,47.0807222,erleben;zukunft,http://www.youtube.com/watch?v=OXyexoy3AYw&feature=youtu.be,,,,,Baufeld Mitte und Nord;Smart City Baufeld Mitte,https://www.openstreetmap.org/way/182680875,0676 40 68 818,,https://commons.wikimedia.org/wiki/File:Tanzwiese.jpg,vorort@stadtlaborgraz.at,"Wohnungen mit zentralen Höfen sowie öffentlichen und halböffentlichen (nur für BewohnerInnen) Flächen. Im Bereich des Science Tower und der Helmut List-Halle entsteht ein Platz mit Gastronomiebetrieben und Büros.;Auf dem zukünftigen Smart City Areal wurde, im Rahmen des Lendwirbel 2016, getanzt, gespielt und gelacht."
15.4071384,47.0757778,essen,http://www.gulascheck.at‎,,,,,Gasthaus Gulascheck,https://www.openstreetmap.org/node/2309348915,0316 583466,Mo-Fr  09:00 – 22:00; Sa 10:00 – 22:00; So und Feiertage 10:00 – 20:00,https://commons.wikimedia.org/wiki/File:Gasthaus_Gulascheck.jpg,office@gulascheck.at,"Wie der Name schon sagt, eine Adresse für Gulaschliebhaber. Tipp: Unbedingt die Hausspezialität Fiaker Gulasch mit Frankfurter und Spiegelei kosten!"
15.4091389,47.0821779,unternehmen,http://www.pappas.at,,,,,Mercedes Wittwar,https://www.openstreetmap.org/way/95944483,,,,info.graz@pappas.at,Neuwagen & Gebrauchtwagen
15.4051167,47.0748954,treffen,,,,,,Vinzi Help,https://www.openstreetmap.org/node/3419458710,0316 585800,Mo-Fr 9.00-13.00,,,Direkte Hilfe von Frau zu Frau seit über 10 Jahren: VinziHelp bietet sowohl rechtliche als auch finanzielle Hilfe bzw. Alternativlösungen für die Probleme an.
15.40746,47.08162,geschichte,,,,,,Heimgärten,,,,,,"„Hier zwischen der Rosensteingasse und der Alten Poststraße waren 1934 alles Heimgärten, da waren keine Baustellen.“"
15.4045989,47.0730652,treffen,http://www.facebook.com/staeggenlend,,,,,Stadtteilbüro Eggenlend,https://www.openstreetmap.org/node/2956899595,0676 5777507,Mo 9:00-12:00; Mi 15:00-17:00; Do 16:00-18:00,,STAeggenlend@wiki.at,"Siedlungsbetreuung und Informationsdrehscheibe im Stadtteil vom Bahnhof im Bezirk Lend bis zum Schloss Eggenberg. Die Siedlungsbetreuung reicht von wöchentlichen Siedlungssprechstunden und Haustürgesprächen bis hin zum Siedlungsfest und beschäftigt sich mit Themen wie Müll und Sauberkeit, Lärm, Sicherheitsgefühl oder Ärger mit Nachbarn."
15.40702,47.07615,geschichte,,,,,,Konditorei Klescher,,,,,,
15.4094738,47.08055,zukunft,http://www.smartcitygraz.at/moretext-news-5-wettbewerbsergebnisse/,,,,,Nikolaus-Harnoncourt-Park und Nikolaus-Harnoncourt-Platz,https://www.openstreetmap.org/way/352749430,0676 40 68 818 /,,,vorort@stadtlaborgraz.at,"In den nächsten Jahren entstehen ein großer öffentlicher Park, öffentliche Plätze und eine Flaniermeile. Die Details werden gemeinsam mit allen Beteiligten und interessierten BürgerInnen in Rahmen von Workshops entwickelt. Bei Interesse nehmen Sie bitte Kontakt mit uns auf! Die Umsetzung erfolgt jeweils nach dem Baufortschritt der unterschiedlichen Quartiere."
15.4117473,47.0789341,erleben,,,,,,Sitzen und Sonnen,https://www.openstreetmap.org/node/4787911184,,,https://commons.wikimedia.org/wiki/File:Sitzmodul_Hundewiese.jpg,,Hier kann man Pause machen und erfährt gleichzeitig von aktuellen Veranstaltungen im Stadtteil.
15.4077154,47.0738488,kaufen,,,,,,Tabak Trafik,https://www.openstreetmap.org/node/1747362930,0316 573322,"Mo - Fr 6:30 - 12:30 und 14:30 - 18:00, Sa 7:00 - 12:00",https://commons.wikimedia.org/wiki/File:Tabak_Trafik.jpg,,
15.41073,47.07835,geschichte,,,,,,Marillenbaum,,,,,,"„Das war ein Paradies für die Kinder, im Sommer haben sie die Erdäpfel gebraten. Der Marillenbaum steht da noch, das ist der einzige Baum der da noch steht.“"
15.4096125,47.0728962,essen,,,,,,Brauhaus Graz Eggenberg,https://www.openstreetmap.org/way/220842088,0316 818506,Mo– So 8:00- 24:00,https://commons.wikimedia.org/wiki/File:Schild_Brauhaus.jpg,,"Ein Brauhaus mit steirischer Hausmannskost, oft mit Tanz und Live-Musik. Tipp: Hier ist das Mittagsmenu besoders beliebt. Unbedingt gebratene Stelze und das Hausbier kosten!"
15.41132,47.08045,geschichte,,,,,,Firma Waagner-Biro / Brückenbau,,,,,,„Die Waagner-Biro hat das gesamte Areal von der Peter-Tunner-Gasse bis zur List-Halle und auch in der List-Halle war einmal Waagner-Biro. […] Großer Auftrag waren die Brücken […] in Stahlkonstruktion.“
15.4063,47.0782,geschichte,,,,,,Binder Metallbau,,,,,,
15.41286,47.0754,geschichte,,,,,,Greinitz Eisenhandel,,,,,,
15.4073194,47.0765866,unternehmen,http://www.eniaustria.at,,,,,Eni Tankstelle,https://www.openstreetmap.org/node/278471306,0316 5866920,,,,Tankstelle
15.4041168,47.0730831,essen,http://www.facebook.com/Ćevabdžinica-Hodžić-Graz-718472774884044/,,,,,Restaurant Ćevabdžinica Hodžić,https://www.openstreetmap.org/node/4432416579,0650 8704687,,,,Eine wichtige Adresse für Liebhaber der Balkan-Küche. Tipp: Besonders beliebt sind Grillspezialitäten und hausgemachte Ćevapčići.
15.40963,47.07756,geschichte,,,,,,Gärten,,,,,,"„Da wo jetzt das Borg ist, waren alles Gärten, da war vis a vis so ein Kirschenbaum, das waren alles Gärten. Bis zur Dreierschützengasse hinauf.“"
15.41017,47.08206,geschichte,,,,,,Rosensteingasse,,,,,,
15.40977,47.08094,geschichte,,,,,,Stahl Eberhardt,,,,,,
15.40806,47.07943,geschichte,,,,,,Fußballplatz,,,,,,"„Ich weiß zum Beispiel das früher ein Sportplatz in der Waldertgasse war […] und quasi von den Leuten, die sind dann öfter in ihren Gärten gesessen und haben beim Fußball spielen zugeschaut.“"
15.3851541,47.0904086,erleben,,,,,,Plabutsch,https://www.openstreetmap.org/node/271779032,,,https://upload.wikimedia.org/wikipedia/de/thumb/7/79/Plabutsch.jpg/800px-Plabutsch.jpg,,Ein beliebtes Ausflugziel der StadtteilbewohnerInnen. Hier läßt sich der Blick über die Stadt vom 750 Meter hohen Fürstenstand aus wunderbar genießen.
15.4104735,47.0791613,erleben,,,,,,Parkplatz der Helmut List Halle,https://www.openstreetmap.org/way/82229251,0676 5219746,Stadtteilmanagement vor.ort: Mo 17:30 - 19:00 und Mi 10:00 - 12:00 Uhr JUZ EggenLend: Di – Fr: 13:00 – 19:00 Uhr,,juzeggenlend@wiki.at,"Wenn der Parkplatz nicht für Veranstaltungen genutzt wird, wird gekickt! Die Fußballtore kann man gratis im vor.ort cafè oder im JUZ Eggenlend während der Öffnungszeiten ausleihen."
